,Unnamed: 0,id,type,y_index,y,centroid mean,rolloff mean,zero mean,rms mean,rms var,contrast mean,contrast var,mfcc1 mean,mfcc1 var,mfcc2 mean,mfcc2 var,mfcc3 mean,mfcc3 var,mfcc4 mean,mfcc4 var,mfcc5 mean,mfcc5 var,mel1 mean,mel1 var,mel2 mean,mel2 var,mel3 mean,mel3 var,mel4 mean,mel4 var,mel5 mean,mel5 var,chroma_mean_1,chroma_mean_2,chroma_mean_3,chroma_mean_4,chroma_mean_5,chroma_mean_6,chroma_var_1,chroma_var_2,chroma_var_3,chroma_var_4,chroma_var_5,chroma_var_6,bpm_second,bm_first,tempo_strength_second
0,23690,15,jazz,5,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",1782.2919087137313,3812.3951898619184,0.07351395954457364,0.06236978992819786,0.0006236733170226216,18.727605541871988,26.012218751328632,-200.04954528808597,1825.0589599609373,117.22740936279295,328.5970764160156,-12.366979598999025,483.6759643554688,39.1058235168457,95.15565490722656,-6.3642897605896,58.3175277709961,2.949697256088257,7.660688400268555,2.632416248321533,15.735050201416016,0.8842611908912659,2.247676134109497,0.7034103274345398,1.5507307052612305,0.6659423112869263,2.0435166358947754,0.3391692638397217,0.09967902302742004,0.3033802807331085,0.08293066918849945,0.3072179853916168,0.0856567993760109,0.3818378448486328,0.10437285900115968,0.31501635909080505,0.07838262617588042,0.33655089139938354,0.0890834704041481,78.30255681818181,117.45383522727272,0.6282750647873461
1,17250,75,disco,3,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",2690.3325338861778,5775.647426871366,0.12989000423934108,0.11076534539461136,0.0012753522023558614,23.547398294243322,19.128912676652398,-91.88030242919922,1467.3599853515625,86.30911254882812,264.29617309570307,-17.329069137573242,264.05148315429693,43.12663650512695,114.0586929321289,-18.361412048339844,107.53781127929688,9.055195808410645,56.23704147338867,2.992531538009644,11.748235702514648,2.918309211730957,20.36534309387207,1.3099020719528198,3.722347497940064,0.9002803564071655,1.2391198873519895,0.4794036149978638,0.11644574254751205,0.43156856298446655,0.08835063874721527,0.42596668004989613,0.07481790333986282,0.3648151755332947,0.06013081967830657,0.3592859208583832,0.06690020859241486,0.3878172039985657,0.08549965918064117,66.25600961538461,129.19921875,0.7277345625669199
2,33856,36,pop,7,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",2944.565105024059,6876.653456577035,0.11515867248062014,0.2563338577747345,0.007127842400223018,22.75267743846589,23.02415323310782,-44.33041000366211,4476.7470703125,76.17146301269531,818.9830322265625,22.93906593322754,509.19122314453125,16.837757110595707,295.5783386230469,22.980335235595703,167.4310302734375,51.09645080566406,2019.273681640625,22.108715057373047,639.2035522460938,9.847413063049316,250.05653381347656,6.030020713806152,266.47198486328125,3.1501598358154297,19.897905349731445,0.4182398617267609,0.10672784596681596,0.3589424192905426,0.07348786294460298,0.449305385351181,0.10725785046815872,0.4086030125617981,0.07879254221916199,0.4762346148490906,0.11270099133253098,0.4020653665065765,0.09748148918151857,64.599609375,99.38401442307692,0.7112042140918936
3,10672,32,country,2,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",1823.537740076609,4017.8787018531975,0.06755730680717054,0.06047239527106285,0.0012182064820080993,28.213388972038228,23.436008583760103,-238.09217834472656,4653.94091796875,97.66776275634766,983.6715087890624,6.604433059692383,353.7895202636719,46.00203323364258,215.8015289306641,2.182274580001831,208.50140380859372,4.926781177520752,30.76291847229004,1.36262047290802,6.700840473175049,0.7504913210868835,4.553601264953613,0.33170869946479803,1.2387633323669434,0.23902739584445956,0.6530922651290894,0.3775483965873718,0.08225049823522568,0.2883475720882416,0.08323673903942108,0.21285244822502136,0.045983590185642235,0.2984329462051392,0.06322024762630463,0.4917958676815033,0.14872169494628906,0.34765100479125977,0.08066514879465103,103.359375,99.38401442307692,0.5886007905338484
4,38502,37,reggae,8,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",1709.1349190138503,3836.574139262355,0.06333197068798449,0.08620759844779967,0.002778967609629035,26.400712160609856,37.08277885621265,-242.12994384765625,10400.248046875,97.49560546875,585.6134643554688,-3.055515766143799,795.9005737304688,45.36331176757813,299.0123596191406,3.9525163173675537,468.1166687011719,7.96978235244751,125.49268341064452,0.27025648951530457,0.20863912999629972,0.3569369614124298,0.5519319176673889,0.2021840214729309,0.13468150794506073,0.08551950752735138,0.018780242651700974,0.5244284868240356,0.09675472974777223,0.5157836079597473,0.07638146728277206,0.5784313082695007,0.10767512023448944,0.5337124466896057,0.0636640414595604,0.5172180533409119,0.08077792078256607,0.4267356693744659,0.06419754028320312,50.66636029411765,75.99954044117645,0.6204519512240855
5,27830,5,metal,6,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",2464.493167969381,4950.992516805959,0.13434093386627907,0.1216241419315338,0.0012562485644593835,19.208035904851698,19.23256089569366,-79.71286010742188,1071.86669921875,93.47380065917969,300.4306335449219,-27.78266716003418,260.4918212890625,64.08460998535156,178.806396484375,-18.802886962890625,95.38358306884766,16.452861785888672,292.56439208984375,3.086862325668335,8.180939674377441,1.8939244747161863,6.351718425750732,1.2410669326782229,3.5357854366302486,0.7395066022872925,0.7079716920852661,0.3590652942657471,0.06566598266363144,0.3718320429325104,0.060247436165809624,0.4875961542129517,0.09549880027770996,0.4087874591350555,0.047613419592380524,0.4065186381340027,0.09315784275531767,0.3685287535190582,0.060338184237480164,161.4990234375,151.9990808823529,0.7316922727295653
6,28566,21,metal,6,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",3046.971252996441,5736.128156795058,0.19152737403100772,0.10849268734455107,0.0008100881823338567,17.608712310815857,11.564770691520588,-76.28443908691406,620.97314453125,61.73950958251953,203.67019653320312,-37.10453796386719,146.67971801757812,62.42902755737305,111.46312713623048,-14.838050842285154,73.291748046875,6.971435070037843,37.05927276611328,1.0626516342163086,1.86056923866272,1.292865753173828,5.68207597732544,0.8510034084320068,1.1589394807815552,0.7823096513748169,0.5857874751091003,0.5722929835319519,0.08121775835752487,0.4907229542732239,0.055985379964113235,0.5076709389686584,0.0755019336938858,0.5155852437019348,0.055484611541032784,0.5876186490058899,0.07191789895296098,0.4834378957748413,0.049957968294620514,215.33203125,112.34714673913044,0.7725277076107516
7,9936,16,country,2,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",1425.2141358612516,2879.7654546693325,0.060071084665697674,0.0796763002872467,0.0007485070964321494,25.15990157703317,17.92985634613574,-210.2708282470703,3332.855712890625,139.62321472167972,820.8112182617188,-16.869461059570312,800.2943725585938,58.02930068969727,204.3793182373047,-9.63967514038086,233.3120422363281,8.262777328491211,27.61585235595703,4.9870924949646,42.834659576416016,0.8896128535270691,5.720751762390138,0.6064817309379578,2.6495161056518555,0.3308367729187012,0.6188358068466187,0.4794529974460602,0.1405857354402542,0.2396644800901413,0.0390782542526722,0.19935083389282227,0.06496219336986543,0.15113240480422974,0.041045274585485465,0.3220314681529999,0.05797477439045906,0.6177667379379272,0.12947414815425873,103.359375,215.33203125,0.6654305005856533
8,18860,10,hiphop,4,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0]",2285.667826051409,4665.861191860465,0.1255397589631783,0.17167071998119354,0.0058852778747677794,19.825138871159147,20.515258922452613,-67.42218780517578,1311.33935546875,94.77249145507812,455.9838562011719,-38.8481330871582,285.4928894042969,37.631980895996094,195.1563873291016,-12.2531099319458,155.41490173339844,28.89373779296875,1922.0728759765625,4.150423049926759,19.059907913208008,3.0598130226135254,7.718554496765138,4.200056552886963,23.978790283203125,3.173426628112793,9.679505348205566,0.40597420930862427,0.0846547782421112,0.4122312068939209,0.08465177565813065,0.4039213359355927,0.07454671710729599,0.4259458184242249,0.0857788473367691,0.4184607267379761,0.08659695833921432,0.4051171243190765,0.0856485515832901,47.8515625,198.76802884615384,0.7140922085538441
9,22402,87,hiphop,4,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0]",2470.7455159099513,5507.074968204942,0.08745722807655039,0.10807492583990096,0.002747387159615755,21.979966492006632,24.562240572349772,-168.5678253173828,2819.85693359375,70.95379638671875,274.29986572265625,-3.009166717529297,399.4122009277344,54.84327697753906,123.79138946533205,-12.05264377593994,161.04281616210938,10.09727954864502,109.55635833740234,0.3815276622772217,0.6724439859390259,0.15353074669837952,0.053590498864650726,0.07959786057472229,0.009131391532719135,0.06289532035589218,0.007337404415011406,0.5281496047973633,0.07994665205478667,0.493457168340683,0.0620584711432457,0.5454021096229553,0.06856902688741684,0.565645694732666,0.05696330592036247,0.5695014595985413,0.07391861081123352,0.5821008086204529,0.08142732083797455,135.99917763157896,50.66636029411765,0.7547963077410484
